"","Transaction","Menu","Class"
"132",24846,"[KL]Saba Shioyaki Kobachi","Kobachi Lunch"
"133",24847,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"134",24847,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"135",24847,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"136",24847,"[SL]Beef Nabe Set","Nabe Lunch"
"137",24847,"[KL]Salmon Belly Shioyaki","Kobachi Lunch"
"138",24848,"[SL]Temp Soba & Mini Sal Don","Washoku Lunch"
"139",24848,"[KL]Saba Shioyaki Kobachi","Kobachi Lunch"
"140",24848,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"141",24849,"[SL]Salmon Teri & Chicken","Steak Lunch"
"142",24849,"[SL]Unagi Yakiniku KM","KM Lunch"
"143",24849,"[SL]Tori Unagi KM","KM Lunch"
"144",24849,"Ebi Tempura","Seafood"
"145",24849,"Kids Sushi Udon Meal","Kids"
"146",24850,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"147",24850,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"148",24850,"Maguro Sashimi","Sashimi"
"149",24850,"Salmon Sashimi","Sashimi"
"150",24851,"[SL]Premium Seafood KM","KM Lunch"
"151",24851,"[KL]Gindara Saikyo Kobachi","Kobachi Lunch"
"152",24851,"[SL]Una Don","Donburi Lunch"
"153",24851,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"154",24852,"[SL]Hotate Unagi Sal Chirashi","Chirashi Lunch"
"155",24853,"[KL]Salmon Belly Teriyaki","Kobachi Lunch"
"156",24853,"[4pc]Nixon Roll","Sushi Roll"
"157",24853,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"158",24854,"[SL]US Tenderloin Steak","Steak Lunch"
"159",24854,"Komachi Bento","Bento"
"160",24854,"[SL]Unagi Salmon Chirashi","Chirashi Lunch"
"161",24854,"Salmon Sashimi","Sashimi"
"162",24855,"[SL]Aburi Kaisen KM","KM Lunch"
"163",24855,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"164",24856,"Shokado Bento","Bento"
"165",24856,"[SL]Temp Soba & Mini Sal Don","Washoku Lunch"
"166",24857,"[KL]Sashimi Mori Kobachi","Kobachi Lunch"
"167",24857,"[SL]Aburi Sal Hotate Don","Donburi Lunch"
"168",24858,"[SL]Seafood Mix KM","KM Lunch"
"169",24858,"[SL]Tori Unagi KM","KM Lunch"
"170",24859,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"171",24860,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"172",24860,"Mixed Roll Sushi","Sushi Roll"
"173",24861,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"174",24861,"[SL]Una Don","Donburi Lunch"
"175",24862,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"176",24862,"[SL]Una Don","Donburi Lunch"
"177",24863,"Shokado Bento","Bento"
"178",24863,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"179",24863,"[SL]Seafood Mix KM","KM Lunch"
"180",24863,"[SL]Salmon Tori KM","KM Lunch"
"181",24863,"[SL]Yakiniku KM","KM Lunch"
"182",24864,"Shokado Bento","Bento"
"183",24864,"Mixed Roll Sushi","Sushi Roll"
"184",24865,"[SL]Kaisen Mix Nabe Set","Nabe Lunch"
"185",24866,"[SL]Salmon Oyako Chirashi Set","Chirashi Lunch"
"186",24866,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"187",24866,"Oreo Cake","Parfait"
"188",24867,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"189",24867,"[SL]Unagi Yakiniku KM","KM Lunch"
"190",24867,"[SL]Yakiniku KM","KM Lunch"
"191",24868,"Shokado Bento","Bento"
"192",24868,"[KL]Sashimi Mori Kobachi","Kobachi Lunch"
"193",24868,"[SL]Saba & Salmon Teriyaki","Steak Lunch"
"194",24869,"[CS]Canadian Tonkatsu","Café"
"195",24870,"Sparkling Water 750ml","Non-Alc"
"196",24871,"[SD]Salmon Sushi Mori Set","Sushi Set"
"197",24871,"Salmon Sushi Mori","Sushi"
"198",24872,"[DS]Premium Kaisen Nabe","Nabe"
"199",24872,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"200",24872,"[6pc]Aburi Salmon Oshi Sushi","Sushi"
"201",24873,"[SD]Gindara Teri & Sal Avo Sld","Prem Dinner"
"202",24873,"Kurogoma Pudding","Parfait"
"203",24874,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"204",24874,"[2p]Salmon Sashimi 3K","Sashimi"
"205",24875,"[SD]Gindara Teri & Sal Avo Sld","Prem Dinner"
"206",24875,"[DS]Beef Nabe","Nabe"
"207",24875,"Eihire Aburi","Sashimi"
"208",24875,"Tofu Parfait","Parfait"
"209",24876,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"210",24876,"Aus Wagyu Harami Don","RiceNoodle"
"211",24876,"[4pc]Pink Dragon Roll","Sushi Roll"
"212",24877,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"213",24877,"Cha Soba","RiceNoodle"
"214",24877,"Maguro Rare Grill","Appetizer"
"215",24877,"Aburi Salmon Carpaccio","Appetizer"
"216",24877,"Gyu Tan Kosho Yaki","MeatVeg"
"217",24877,"Premium Malts 380ml","Beer"
"218",24878,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"219",24878,"[DS]Kaisen Mix Nabe","Nabe"
"220",24879,"[SD]Unagi & Salmon Chirashi","Sushi Set"
"221",24879,"Unagi Yakiniku KM","Dinner KM"
"222",24879,"Salmon Oyako Chirashi","Chirashi"
"223",24879,"[8pc]Sp Aburi Salmon Roll","Sushi Roll"
"224",24879,"Dessert Trio","Parfait"
"225",24879,"Premium Malts 380ml","Beer"
"226",24879,"Hokkaido Brown Sugar Milk","Non-Alc"
"227",24879,"Hokkaido Milk","Non-Alc"
"228",24880,"[8pc]Nixon Roll","Sushi Roll"
"229",24880,"Hamachi Kama Yaki","Seafood"
"230",24880,"Tokusen Tendon","RiceNoodle"
"231",24880,"Saba Shioyaki","Seafood"
"232",24880,"[4pc]Paradise Roll","Sushi Roll"
"233",24881,"[2p]Sashimi 3K","Sashimi"
"234",24881,"Surume Ika Teriyaki","Sashimi"
"235",24881,"Saba Shioyaki","Seafood"
"236",24881,"[4pc]Avo Soft Shell","Sashimi"
"237",24881,"Yuzu Umeshu 80ml","Umeshu"
"238",24882,"[DS]Chicken Nabe","Sashimi"
"239",24882,"[3p]Salmon Sashimi 3K","Sashimi"
"240",24882,"Canadian Tonkatsu","Sashimi"
"241",24882,"Dashimaki Tamago","Appetizer"
"242",24883,"[SD]Temari Sushi & Jp Wagyu","Prem Dinner"
"243",24883,"[SD]Deluxe Sushi Set","Sushi Set"
"244",24883,"[SD]Tori & Unagi KM","Dinner KM"
"245",24883,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"246",24883,"Kids Sushi Udon Meal","Kids"
"247",24884,"[SD]Una Don & Pork Yanagawa","Washoku Set"
"248",24884,"[DS]Beef Nabe","Nabe"
"249",24884,"SUNgria Red Jug","Wine Cocktail"
"250",24884,"Hotate Enoki Beef Roll","MeatVeg"
"251",24884,"Foie Gras Millefeuille","Appetizer"
"252",24884,"Ika Ichiya Boshi Aburi","Seafood"
"253",24885,"Steak Moriawase","Steak"
"254",24885,"[3p]Sashimi 3K","Sashimi"
"255",24885,"[3p]Salmon Sashimi 3K","Sashimi"
"256",24885,"[6pc]Unagi Oshi Sushi","Sushi"
"257",24885,"[8pc]Pink Dragon Roll","Sushi Roll"
"258",24885,"Canadian Tonkatsu","MeatVeg"
"259",24885,"Ebi Tempura","Seafood"
"260",24885,"Salmon Belly Shioyaki","Seafood"
"261",24885,"Sashimi Salad","Appetizer"
"262",24885,"Ika Ichiya Boshi Aburi","Seafood"
"263",24885,"Pork & Seafood Okonomiyaki","MeatVeg"
"264",24885,"Pear Blanc","Wine Cocktail"
"265",24885,"Bellini","Wine Cocktail"
"266",24885,"Dashimaki Tamago","Appetizer"
"267",24886,"Kaisen Mix Nabe","Nabe"
"268",24886,"Chutoro Sushi","Sushi"
"269",24886,"Crispy Fried Apple Pie","Parfait"
"270",24886,"Unagi Sushi","Sushi"
"271",24887,"Nasu Ebi Dengaku","Appetizer"
"272",24888,"[SD]Hanakago Bento","Prem Dinner"
"273",24888,"[SD]Seafood Mix KM","Dinner KM"
"274",24888,"Regional Sake Samp","Sake"
"275",24889,"[SD]Hotate Sal Una Chirashi","Sushi Set"
"276",24889,"[SD]Una Don & Pork Yanagawa","Washoku Set"
"277",24889,"Aburi Kaisen Bara Chirashi","Chirashi"
"278",24889,"[8pc]Sp Aburi Salmon Roll","Sushi Roll"
"279",24889,"Kids Sushi Udon Meal","Kids"
"280",24890,"Yuzu Honey Tea","Non-Alc"
"281",24890,"Yuzu Honey Tea","Non-Alc"
"282",24890,"Yuzu Honey Tea","Non-Alc"
"283",24891,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"284",24891,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"285",24891,"[2p]Sashimi 3K","Sashimi"
"286",24891,"Hot Sake 120ml","Sake"
"287",24891,"Mozza Koromo Age","Appetizer"
"288",24891,"Okinawa Island","Promo"
"289",24891,"Orange Juice 200ml","Non-Alc"
"290",24892,"Salmon & Tori KM","Dinner KM"
"291",24892,"Nasu Ebi Dengaku","Appetizer"
"292",24892,"Tako Red Ginger Chigiri Age","Appetizer"
"293",24892,"Yoghurt Hokkaido","Yogurt"
"294",24893,"Premium Seafood KM","Dinner KM"
"295",24893,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"296",24893,"Tofu Parfait","Parfait"
"297",24894,"[3p]Sashimi 7K","Sashimi"
"298",24894,"[SD]Hanakago Bento","Prem Dinner"
"299",24894,"Chef Special Sushi Mori","Sushi"
"300",24894,"JP Wagyu Steak","Steak"
"301",24894,"[SD]Aburi Bara Chirashi Set","Sushi Set"
"302",24894,"Hamachi Kama Yaki","Seafood"
"303",24894,"[8pc]Crispy Salmon Mango Roll","Sushi Roll"
"304",24894,"Ebi Tempura","Seafood"
"305",24894,"Foie Gras Millefeuille","Appetizer"
"306",24894,"Hot Sake 240ml","Sake"
"307",24894,"Aburi Hotate Carpaccio","Appetizer"
"308",24894,"Sun Shake Salad","Salad"
"309",24894,"Aburi Salmon Carpaccio","Appetizer"
"310",24894,"Chicken Karaage Karikari Gobo","MeatVeg"
"311",24894,"Chutoro Sushi","Sushi"
"312",24894,"Hot Sake 120ml","Sake"
"313",24895,"[DS]Salmon Belly Nabe","Nabe"
"314",24895,"[DS]Beef Nabe","Nabe"
"315",24895,"Aburi Kaisen Bara Chirashi","Chirashi"
"316",24896,"[SD]SUN Chirashi Set","Sushi Set"
"317",24896,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"318",24896,"[3p]Sashimi 3K","Sashimi"
"319",24896,"Aus Wagyu Harami Don","RiceNoodle"
"320",24896,"Una Don","RiceNoodle"
"321",24896,"Pork Kalbi Yaki","MeatVeg"
"322",24896,"Kids Sushi Udon Meal","Kids"
"323",24896,"Chawanmushi","Appetizer"
"324",24896,"Dessert Trio","Parfait"
"325",24896,"Crispy Fried Apple Pie","Parfait"
"326",24896,"Caramel Pear Mousse","Parfait"
"327",24896,"Oreo Cake","Parfait"
"328",24897,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"329",24897,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"330",24898,"[SD]Aus Sirloin Steak","Steak Set"
"331",24898,"[SD]Deluxe Sushi Set","Sushi Set"
"332",24899,"[SD]SUN Chirashi Set","Sushi Set"
"333",24899,"[SD]Saba Shio & Pork Toji","Washoku Set"
"334",24899,"SUN Tofu Cheesecake","Parfait"
"335",24900,"[SD]Saba Shio & Pork Toji","Washoku Set"
"336",24900,"[SD]Yakiniku KM","Dinner KM"
"337",24901,"[DS]Beef Nabe","Nabe"
"338",24901,"[SD]Salmon & Tori KM","Dinner KM"
"339",24901,"Matcha Tiramisu","Parfait"
"340",24901,"Matcha Ice Cream","Parfait"
"341",24902,"Aburi Kaisen Chirashi KM","Dinner KM"
"342",24903,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"343",24903,"[SD]Temp Soba & Mini Chirashi","Washoku Set"
"344",24903,"[SD]Salmon & Tori KM","Dinner KM"
"345",24903,"Mozza Koromo Age","Appetizer"
"346",24904,"[SD]US Tenderloin Set","Steak Set"
"347",24904,"[SD]Unagi Yakiniku KM","Dinner KM"
"348",24904,"[SD]Unagi Yakiniku KM","Dinner KM"
"349",24905,"[SD]Temari Sushi & Jp Wagyu","Prem Dinner"
"350",24905,"Pork Kalbi Yaki","MeatVeg"
"351",24905,"Yoghurt Pineapple","Yogurt"
"352",24906,"[SD]Saba Shio & Pork Toji","Washoku Set"
"353",24906,"[SD]Yakiniku KM","Dinner KM"
"354",24906,"Tokusen Tendon","RiceNoodle"
"355",24906,"Hotate Enoki Beef Roll","MeatVeg"
"356",24906,"Yoghurt Hokkaido","Yogurt"
"357",24906,"Aburi Cheese Salmon","Sushi"
"358",24907,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"359",24907,"Tofu Parfait","Parfait"
"360",24907,"Agedashi Tofu","Appetizer"
"361",24908,"[SD]Tokusen Tendon & Sashimi","Prem Dinner"
"362",24908,"[DS]Premium Kaisen Nabe","Nabe"
"363",24908,"Aus Wagyu Kalbi Yaki","MeatVeg"
"364",24908,"Tontoro Aspara Shio Koji Yaki","MeatVeg"
"365",24908,"Dessert Trio","Parfait"
"366",24908,"HK Shiso Ume 80ml","Umeshu"
"367",24908,"Matcha Tiramisu","Parfait"
"368",24909,"[SD]Aburi Bara Chirashi Set","Sushi Set"
"369",24909,"Salmon Avocado Salad","Appetizer"
"370",24909,"House Red - 250ml","Wine"
"371",24910,"Hotate Salmon Unagi Chirashi","Chirashi"
"372",24910,"Unagi Yakiniku KM","Dinner KM"
"373",24911,"Premium Seafood KM","Dinner KM"
"374",24911,"Gindara Saikyo Yaki","Seafood"
"375",24911,"Ebi Tempura","Seafood"
"376",24911,"Tempura Soba","RiceNoodle"
"377",24912,"Tori & Unagi KM","Dinner KM"
"378",24912,"Temari Sushi","Sushi"
"379",24913,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"380",24913,"[SD]Seafood Mix KM","Dinner KM"
"381",24914,"[SD]Unagi & Salmon Chirashi","Sushi Set"
"382",24914,"Canadian Tonkatsu","MeatVeg"
"383",24914,"Agedashi Tofu","Appetizer"
"384",24914,"Original Ume Soda","Non-Alc"
"385",24915,"[SD]Yakiniku KM","Dinner KM"
"386",24915,"Ebi Tempura","Seafood"
"387",24915,"Soft Shell Crab Tempura","Seafood"
"388",24915,"Pork Shogayaki","MeatVeg"
"389",24915,"Cha Soba","RiceNoodle"
"390",24915,"Gyu Tan Kosho Yaki","MeatVeg"
"391",24915,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"392",24915,"Rokugin Lychee Liqueur","Promo"
"393",24915,"Sunrise Mojito","Cocktail"
"394",24915,"Mozza Koromo Age","Appetizer"
"395",24915,"Hokkaido Brown Sugar Milk","Non-Alc"
"396",24915,"Toro Salmon Sushi","Sushi"
"397",24916,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"398",24916,"Salmon & Tori KM","Dinner KM"
"399",24916,"Chicken Karaage Karikari Gobo","MeatVeg"
"400",24916,"Gin x Mint","Cocktail"
"401",24916,"2 Fruit Juice Jug","Non-Alc"
"402",24917,"Unagi Salmon Chirashi","Chirashi"
"403",24918,"Mixed Roll Sushi","Sushi Roll"
"404",24918,"Una Don","RiceNoodle"
"405",24919,"Unagi Yakiniku KM","Dinner KM"
"406",24919,"Soft Shell Crab Tempura","Seafood"
"407",24920,"[2p]Sashimi 7K","Sashimi"
"408",24920,"[2p]Salmon Sashimi 3K","Sashimi"
"409",24920,"Tempura Mori","Seafood"
"410",24920,"Foie Gras Millefeuille","Appetizer"
"411",24920,"Saba Shioyaki","Seafood"
"412",24920,"Ikura Chawanmushi","Appetizer"
"413",24920,"Chawanmushi","Appetizer"
"414",24920,"Premium Malts 380ml","Beer"
"415",24920,"Chicken Karaage Karikari Gobo","MeatVeg"
"416",24920,"Yuzu Ginger Tea","Non-Alc"
"417",24920,"Yuzu Ginger Tea","Non-Alc"
"418",24920,"Pepsi","Non-Alc"
"419",24921,"[SD]Premium Seafood KM","Dinner KM"
"420",24921,"Seafood Mix KM","Dinner KM"
"421",24921,"Unagi Yakiniku KM","Dinner KM"
"422",24921,"Umeshu Sampler","Umeshu"
"423",24921,"Premium Malts 380ml","Beer"
"424",24921,"Yuzu Hot Wine","Wine Cocktail"
"425",24922,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"426",24922,"[DS]Mt Pork Nabe","Nabe"
"427",24923,"JP Wagyu Steak","Steak"
"428",24923,"[SD]Deluxe Sushi Set","Sushi Set"
"429",24923,"Zensai Mori","Appetizer"
"430",24923,"Maguro Rare Grill","Appetizer"
"431",24924,"Dassai Junmai 45","Sake"
"432",24924,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"433",24924,"Hamachi Kama Yaki","Seafood"
"434",24924,"Amaebi Sashimi","Sashimi"
"435",24924,"Edamame","Appetizer"
"436",24925,"Niku Atsu Hotate Unagi KM","Dinner KM"
"437",24925,"Mixed Roll Sushi","Sushi Roll"
"438",24925,"Mountain Pork Nabe","Nabe"
"439",24925,"Agedashi Tofu","Appetizer"
"440",24926,"Unagi Yakiniku KM","Dinner KM"
"441",24926,"Kakuni Mentaiko KM","Dinner KM"
"442",24927,"Unagi Yakiniku KM","Dinner KM"
"443",24927,"Mixed Roll Sushi","Sushi Roll"
"444",24927,"Hotate Enoki Beef Roll","MeatVeg"
"445",24927,"Ika Ichiya Boshi Aburi","Seafood"
"446",24927,"Pepsi","Non-Alc"
"447",24928,"[SD]Temari Sushi & Jp Wagyu","Prem Dinner"
"448",24928,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"449",24928,"Ikura Chawanmushi","Appetizer"
"450",24928,"Kurogoma Ice Cream","Parfait"
"451",24929,"[SD]Una Don & Pork Yanagawa","Washoku Set"
"452",24929,"Salmon & Tori KM","Dinner KM"
"453",24929,"Kaku Highball","Highball"
"454",24930,"[SD]Yakiniku KM","Dinner KM"
"455",24930,"[4pc]Nixon Roll","Sushi Roll"
"456",24930,"Rokugin Lychee Liqueur","Promo"
"457",24930,"Chicken Karaage Karikari Gobo","MeatVeg"
"458",24930,"Mozza Koromo Age","Appetizer"
"459",24930,"Concord Grape Plus","Non-Alc"
"460",24931,"[2p]Sashimi 7K","Sashimi"
"461",24931,"[2p]Salmon Sashimi 3K","Sashimi"
"462",24931,"Tempura Mori","Seafood"
"463",24931,"Foie Gras Millefeuille","Appetizer"
"464",24931,"Saba Shioyaki","Seafood"
"465",24931,"Ikura Chawanmushi","Appetizer"
"466",24931,"Chawanmushi","Appetizer"
"467",24931,"Premium Malts 380ml","Beer"
"468",24931,"Chicken Karaage Karikari Gobo","MeatVeg"
"469",24931,"Yuzu Ginger Tea","Non-Alc"
"470",24931,"Yuzu Ginger Tea","Non-Alc"
"471",24931,"Pepsi","Non-Alc"
"472",24932,"[SD]SUN Chirashi Set","Sushi Set"
"473",24932,"[SD]Salmon Sushi Mori Set","Sushi Set"
"474",24932,"[SD]Seafood Mix KM","Dinner KM"
"475",24933,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"476",24933,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"477",24933,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"478",24933,"[8pc]Sp Aburi Salmon Roll","Sushi Roll"
"479",24934,"[SD]Saba Shio & Pork Toji","Washoku Set"
"480",24934,"[DS]Kaisen Mix Nabe","Nabe"
"481",24935,"Nabeyaki Udon","RiceNoodle"
"482",24935,"Salmon Belly Shioyaki","Seafood"
"483",24935,"Crispy Fried Apple Pie","Parfait"
"484",24935,"Edamame","Appetizer"
"485",24935,"Agedashi Tofu","Appetizer"
"486",24935,"SUN Tofu Cheesecake","Parfait"
"487",24935,"Yuzu Honey Tea","Non-Alc"
"488",24936,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"489",24936,"[DS]Salmon Belly Nabe","Nabe"
"490",24936,"Aburi Mentai Salmon","Sushi"
"491",24936,"Aburi Cheese Salmon","Sushi"
"492",24936,"Toro Salmon Sushi","Sushi"
"493",24937,"[SD]Premium Seafood KM","Dinner KM"
"494",24937,"Hotate Enoki Beef Roll","MeatVeg"
"495",24937,"Concord Juice","Non-Alc"
"496",24938,"Salmon & Tori KM","Dinner KM"
"497",24938,"Kaisen Yukke","Appetizer"
"498",24938,"Teri Chicken Caesar Salad","Appetizer"
"499",24938,"[4pc]Pink Dragon Roll","Sushi Roll"
"500",24938,"Pepsi","Non-Alc"
"501",24939,"Nama Bara Chirashi","Chirashi"
"502",24939,"[SD]Yakiniku KM","Dinner KM"
"503",24939,"Kids Meal","Kids"
"504",24940,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"505",24940,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"506",24941,"Mixed Roll Sushi","Sushi Roll"
"507",24941,"Toro Salmon Sashimi","Sashimi"
"508",24941,"Salmon Belly Teriyaki","Seafood"
"509",24941,"Nasu Ebi Dengaku","Appetizer"
"510",24942,"Canadian Tonkatsu","MeatVeg"
"511",24942,"Kaki Fry","Seafood"
"512",24942,"Maguro Rare Grill","Appetizer"
"513",24942,"Pepsi","Non-Alc"
"514",24943,"[DS]Beef Nabe","Nabe"
"515",24943,"Aburi Kaisen Chirashi KM","Dinner KM"
"516",24943,"Kids Sushi Udon Meal","Kids"
"517",24944,"Steak Moriawase","Steak"
"518",24944,"[SD]Seafood Mix KM","Dinner KM"
"519",24944,"Gindara Saikyo Yaki","Seafood"
"520",24944,"[3p]Salmon Sashimi 3K","Sashimi"
"521",24944,"Salmon Belly Teriyaki","Seafood"
"522",24944,"Salmon Avocado Salad","Appetizer"
"523",24944,"Pork Kalbi Yaki","MeatVeg"
"524",24944,"Gyu Tan Kosho Yaki","MeatVeg"
"525",24944,"Caramel Pear Mousse","Parfait"
"526",24944,"Matcha Tiramisu","Parfait"
"527",24944,"Ginger Tea","Non-Alc"
"528",24944,"Matcha Ice Cream","Parfait"
"529",24945,"[SD]Premium Seafood KM","Dinner KM"
"530",24945,"[SD]Premium Seafood KM","Dinner KM"
"531",24945,"Dessert Trio","Parfait"
"532",24946,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"533",24946,"Tempura Soba","RiceNoodle"
"534",24946,"[4pc]Avo Soft Shell","Sushi Roll"
"535",24947,"[SD]Gindara Teri & Sal Avo Sld","Prem Dinner"
"536",24947,"[SD]Saba Salmon Teriyaki Set","Steak Set"
"537",24947,"Aburi Sal Hotate Carpaccio","Appetizer"
"538",24947,"Maguro Rare Grill","Appetizer"
"539",24947,"Dessert Trio","Parfait"
"540",24947,"Oreo Cake","Parfait"
"541",24948,"SUN Chirashi","Chirashi"
"542",24948,"[DS]Salmon Belly Nabe","Nabe"
"543",24948,"Unagi Salmon Chirashi","Chirashi"
"544",24948,"Aus Wagyu Harami Don","RiceNoodle"
"545",24948,"Regional Sake Samp","Sake"
"546",24948,"Yuzu Honey Tea","Non-Alc"
"547",24949,"Premium Seafood KM","Dinner KM"
"548",24949,"[8pc]Sp Aburi Salmon Roll","Sushi Roll"
"549",24949,"[8pc]Avo Soft Shell","Sushi Roll"
"550",24949,"Foie Gras Millefeuille","Appetizer"
"551",24949,"Yuzu Honey Tea","Non-Alc"
"552",24950,"[SD]Hamachi Kama & Sal Sashimi","Prem Dinner"
"553",24950,"Aus Wagyu Harami Don","RiceNoodle"
"554",24950,"Caramel Pear Mousse","Parfait"
"555",24951,"Unagi Yakiniku KM","Dinner KM"
"556",24951,"Salmon Oyako Chirashi","Chirashi"
"557",24951,"Sun Shake Salad","Salad"
"558",24952,"[8pc]Paradise Roll","Sushi Roll"
"559",24952,"Salmon & Tori KM","Dinner KM"
"560",24953,"[2p]Sashimi 7K","Sashimi"
"561",24953,"[SD]Aus Sirloin Steak","Steak Set"
"562",24954,"[3p]Sashimi 5K","Sashimi"
"563",24954,"Prem Kaisen Nabe","Nabe"
"564",24954,"Surume Ika Teriyaki","Seafood"
"565",24954,"Matcha Parfait","Parfait"
"566",24954,"Dessert Trio","Parfait"
"567",24955,"Chef Special Sushi Mori","Sushi"
"568",24955,"JP Wagyu Steak","Steak"
"569",24955,"Hirame Usuzukuri","Sashimi"
"570",24955,"Kaisen Yukke","Appetizer"
"571",24955,"[3pc]Unagi Oshi Sushi","Sushi"
"572",24955,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"573",24956,"[SD]Gindara Teri & Sal Avo Sld","Prem Dinner"
"574",24956,"[DS]Beef Nabe","Nabe"
"575",24956,"Aus Wagyu Kalbi Yaki","MeatVeg"
"576",24956,"Pork Shogayaki","MeatVeg"
"577",24956,"Mozza Koromo Age","Appetizer"
"578",24956,"SUN Tofu Cheesecake","Parfait"
"579",24957,"Salmon Belly Nabe","Nabe"
"580",24957,"Mixed Roll Sushi","Sushi Roll"
"581",24957,"Sashimi Salad","Appetizer"
"582",24957,"Soft Shell Crab Tempura","Seafood"
"583",24957,"Nasu Ebi Dengaku","Appetizer"
"584",24957,"Chawanmushi","Appetizer"
"585",24958,"Premium Seafood KM","Dinner KM"
"586",24958,"Gindara Teriyaki","Seafood"
"587",24958,"Toro Salmon Sashimi","Sashimi"
"588",24958,"Foie Gras Millefeuille","Appetizer"
"589",24958,"Aburi Sal Hotate Carpaccio","Appetizer"
"590",24958,"Amaebi Sashimi","Sashimi"
"591",24958,"Edamame","Appetizer"
"592",24959,"Dassai Junmai 45","Sake"
"593",24959,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"594",24959,"Seafood Mix KM","Dinner KM"
"595",24959,"Aburi Kaisen Chirashi KM","Dinner KM"
"596",24959,"Toro Salmon Sashimi","Sashimi"
"597",24959,"Tofu Parfait","Parfait"
"598",24960,"[DS]Premium Kaisen Nabe","Nabe"
"599",24960,"Canadian Tonkatsu","MeatVeg"
"600",24961,"[SD]Salmon Sushi Mori Set","Sushi Set"
"601",24961,"[SD]Saba Shio & Pork Toji","Washoku Set"
"602",24961,"[2p]Sashimi 3K","Sashimi"
"603",24961,"Tempura Udon","RiceNoodle"
"604",24962,"[SD]Premium Seafood KM","Dinner KM"
"605",24962,"[SD]Seafood Mix KM","Dinner KM"
"606",24962,"House White - 350ml","Wine"
"607",24962,"Dessert Trio","Parfait"
"608",24963,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"609",24963,"[DS]Beef Nabe","Nabe"
"610",24964,"[SD]Temari Sushi & Jp Wagyu","Prem Dinner"
"611",24964,"[SD]Chicken Pepper & Salmon","Steak Set"
"612",24964,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"613",24965,"San Sui Getsu 240ml","Sake"
"614",24965,"[SD]Unagi & Salmon Chirashi","Sushi Set"
"615",24965,"[SD]Una Don & Pork Yanagawa","Washoku Set"
"616",24965,"[8pc]Crispy Shrimp Mango Roll","Sushi Roll"
"617",24965,"Aus Wagyu Kalbi Yaki","MeatVeg"
"618",24965,"Tempura Soba","RiceNoodle"
"619",24965,"Matcha Parfait","Parfait"
"620",24965,"Caramel Pear Mousse","Parfait"
"621",24965,"Agedashi Tofu","Appetizer"
"622",24966,"[KL]Gindara Teriyaki","Kobachi Lunch"
"623",24967,"[SL]Saba & Salmon Teriyaki","Steak Lunch"
"624",24967,"[SL]Salmon Teri & Chicken","Steak Lunch"
